,Suburb,Address,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname
15429,Ashwood,2/7 Murra Ct,3,h,860000.0,10.2,3147,2,2,280,Monash City Council,-37.87105,145.10198,Southern Metropolitan
15432,Avondale Heights,44 Alexander St,2,h,1085000.0,9.5,3034,1,3,780,Moonee Valley City Council,-37.76654,144.86469,Western Metropolitan
15433,Avondale Heights,24 Doyle St,3,h,750000.0,9.5,3034,1,1,585,Moonee Valley City Council,-37.75986,144.85886,Western Metropolitan
15434,Balwyn,152 Balwyn Rd,3,h,2380000.0,7.9,3103,2,2,752,Boroondara City Council,-37.80648,145.08274,Southern Metropolitan
15435,Balwyn,17 Birdwood St,1,h,2100000.0,7.9,3103,1,1,678,Boroondara City Council,-37.80292,145.06424,Southern Metropolitan
15437,Balwyn,14 Iramoo St,4,h,3050000.0,7.9,3103,4,2,613,Boroondara City Council,-37.81167,145.08595,Southern Metropolitan
15440,Balwyn North,1A Abassia St,3,t,1557000.0,9.7,3104,2,2,292,Boroondara City Council,-37.80259,145.09878,Southern Metropolitan
15441,Balwyn North,1/37 Aylmer St,3,u,1420000.0,9.7,3104,2,2,0,Boroondara City Council,-37.79673,145.06853,Southern Metropolitan
15442,Balwyn North,3 Chelmsford St,4,h,2444000.0,9.7,3104,2,2,1011,Boroondara City Council,-37.79486,145.08728,Southern Metropolitan
15444,Balwyn North,7 Lemon Rd,4,h,2050000.0,9.7,3104,1,1,1138,Boroondara City Council,-37.79284,145.10082,Southern Metropolitan
15445,Balwyn North,8 Mary St,4,h,1926000.0,9.7,3104,2,2,639,Boroondara City Council,-37.79836,145.10111,Southern Metropolitan
15446,Balwyn North,66 Ursa St,3,h,1490000.0,9.7,3104,1,2,703,Boroondara City Council,-37.78327,145.07709,Southern Metropolitan
15448,Bayswater,1/20 Church St,2,u,520000.0,23.2,3153,1,1,418,Knox City Council,-37.83777,145.26345,Eastern Metropolitan
15449,Bayswater,95 Orange Gr,4,h,925000.0,23.2,3153,1,10,993,Knox City Council,-37.84688,145.25632,Eastern Metropolitan
15450,Bayswater North,12 Baker Rd,3,h,616000.0,23.2,3153,2,0,586,Maroondah City Council,-37.82273,145.27323,Eastern Metropolitan
15455,Bentleigh,14 Beths St,4,h,2700000.0,11.4,3204,4,2,673,Glen Eira City Council,-37.91888,145.04775,Southern Metropolitan
15456,Bentleigh,29 Mavho St,3,h,1116000.0,11.4,3204,1,2,278,Glen Eira City Council,-37.91928,145.03381,Southern Metropolitan
15457,Bentleigh,12 Pleasance St,3,h,1573000.0,11.4,3204,1,2,670,Glen Eira City Council,-37.91855,145.02628,Southern Metropolitan
15459,Bentleigh East,24 Hill St,3,h,1316000.0,13.8,3165,1,1,636,Glen Eira City Council,-37.92463,145.06051,Southern Metropolitan
15460,Bentleigh East,14 John St,3,h,1617000.0,13.8,3165,1,2,650,Glen Eira City Council,-37.91905,145.05597,Southern Metropolitan
15461,Bentleigh East,5D MacKie Rd,3,t,950000.0,13.8,3165,2,2,163,Glen Eira City Council,-37.9217,145.0733,Southern Metropolitan
15462,Bentleigh East,26 May St,3,h,1525000.0,13.8,3165,1,3,581,Glen Eira City Council,-37.9178,145.05414,Southern Metropolitan
15463,Bentleigh East,52 Paloma St,4,h,1330000.0,13.8,3165,2,2,566,Glen Eira City Council,-37.91503,145.07997,Southern Metropolitan
15465,Bentleigh East,2/71 Tudor St,3,t,850000.0,13.8,3165,2,1,200,Glen Eira City Council,-37.91847,145.08101,Southern Metropolitan
15466,Bentleigh East,14 York St,3,h,1228000.0,13.8,3165,1,2,623,Glen Eira City Council,-37.91943,145.06801,Southern Metropolitan
15467,Berwick,59 Bemersyde Dr,4,h,608500.0,35.2,3806,2,2,563,Casey City Council,-38.05379,145.34803,Eastern Victoria
15468,Black Rock,6/56 Red Bluff St,2,u,879000.0,17.3,3193,1,1,0,Bayside City Council,-37.96341,145.01735,Southern Metropolitan
15469,Blackburn,75 Canterbury Rd,3,h,1112000.0,13.4,3130,1,3,632,Whitehorse City Council,-37.83107,145.14343,Eastern Metropolitan
15470,Blackburn,32 Pope Rd,2,h,1425000.0,13.4,3130,1,1,597,Whitehorse City Council,-37.81561,145.15365,Eastern Metropolitan
15472,Blackburn North,6 Conrad Ct,3,h,1001000.0,13.4,3130,1,1,671,Whitehorse City Council,-37.802,145.15828,Eastern Metropolitan
15473,Blackburn North,1 Diana Dr,4,h,1280000.0,13.4,3130,2,1,797,Whitehorse City Council,-37.80755,145.1638,Eastern Metropolitan
15474,Blackburn South,4 Barker St,3,h,1300000.0,13.4,3130,1,1,734,Whitehorse City Council,-37.83576,145.13634,Eastern Metropolitan
15475,Blackburn South,2/1 Darook St,2,u,725000.0,13.4,3130,2,2,311,Whitehorse City Council,-37.83459,145.15721,Eastern Metropolitan
15478,Briar Hill,1A Campbell Rd,2,h,710500.0,16.1,3088,1,1,598,Banyule City Council,-37.70681,145.11731,Eastern Metropolitan
15479,Brighton,2/14 Brickwood St,2,u,855000.0,10.5,3186,1,1,106,Bayside City Council,-37.89571,144.99796,Southern Metropolitan
15480,Brighton,5A Hall St,3,h,2020000.0,10.5,3186,2,2,369,Bayside City Council,-37.91728,145.00206,Southern Metropolitan
15482,Brighton,2/58 North Rd,3,u,1410000.0,10.5,3186,2,2,257,Bayside City Council,-37.89886,144.99462,Southern Metropolitan
15484,Brighton East,17 Florence St,4,h,2100000.0,10.3,3187,3,2,608,Bayside City Council,-37.91777,145.01798,Southern Metropolitan
15486,Brighton East,5A Hornby St,2,h,1410000.0,10.3,3187,1,2,708,Bayside City Council,-37.91488,145.01868,Southern Metropolitan
15488,Brighton East,35 Studley Rd,4,t,1620000.0,10.3,3187,2,2,326,Bayside City Council,-37.92875,145.0248,Southern Metropolitan
15489,Broadmeadows,3/11 Martell St,2,u,310000.0,14.0,3047,1,1,171,Hume City Council,-37.68489,144.9212,Northern Metropolitan
15490,Broadmeadows,12 Ophir St,3,h,374000.0,14.0,3047,1,2,635,Hume City Council,-37.69248,144.93345,Northern Metropolitan
15493,Brunswick,6/116 Albert St,2,u,510000.0,5.2,3056,1,0,0,Moreland City Council,-37.77002,144.97154,Northern Metropolitan
15494,Brunswick,176 Barkly St,3,h,1925000.0,5.2,3056,1,4,479,Moreland City Council,-37.77694,144.96669,Northern Metropolitan
15495,Brunswick,73 Mitchell St,2,h,890000.0,5.2,3056,1,0,138,Moreland City Council,-37.75908,144.96969,Northern Metropolitan
15496,Brunswick,135 Victoria St,4,h,1500000.0,5.2,3056,1,1,318,Moreland City Council,-37.76792,144.97141,Northern Metropolitan
15497,Brunswick,31 Wilkinson St,3,h,950000.0,5.2,3056,1,0,230,Moreland City Council,-37.76811,144.96017,Northern Metropolitan
15500,Brunswick West,5/456 Albion St,1,u,312000.0,5.2,3055,1,1,406,Moreland City Council,-37.75847,144.94226,Northern Metropolitan
15501,Brunswick West,59 Daly St,3,h,1010000.0,5.2,3055,2,4,413,Moreland City Council,-37.76545,144.94442,Northern Metropolitan
15503,Brunswick West,7/19 Waxman Pde,3,u,763000.0,5.2,3055,1,1,138,Moreland City Council,-37.75904,144.93388,Northern Metropolitan
15504,Bulleen,17 Estelle St,3,h,1100000.0,10.8,3105,1,1,711,Manningham City Council,-37.77918,145.09049,Eastern Metropolitan
15505,Bundoora,50 Cameron Pde,3,h,687000.0,12.1,3083,1,3,559,Banyule City Council,-37.69849,145.06705,Northern Metropolitan
15506,Bundoora,10 Merryn Cl,3,h,680000.0,12.1,3083,1,1,539,Banyule City Council,-37.68274,145.05832,Northern Metropolitan
15507,Bundoora,48 Zara Cl,4,h,755000.0,12.1,3083,2,2,300,Banyule City Council,-37.68223,145.07818,Northern Metropolitan
15508,Burnley,2/50 Gibdon St,3,h,1100000.0,2.4,3121,2,2,1212,Yarra City Council,-37.82982,145.01038,Northern Metropolitan
15510,Burwood,7 Carmody St,3,t,918000.0,10.4,3125,2,1,207,Monash City Council,-37.85682,145.10873,Southern Metropolitan
15511,Burwood East,14 Holbeach St,5,h,1523500.0,14.7,3151,2,2,577,Whitehorse City Council,-37.85919,145.15852,Eastern Metropolitan
15512,Burwood East,30 Newhaven Rd,3,h,968000.0,14.7,3151,1,1,612,Whitehorse City Council,-37.85586,145.15827,Eastern Metropolitan
15513,Burwood East,11 Tarwarri Pl,4,h,1580000.0,14.7,3151,2,2,724,Whitehorse City Council,-37.85646,145.14311,Eastern Metropolitan
15515,Camberwell,8/595 Burke Rd,2,t,795000.0,7.7,3124,2,1,112,Boroondara City Council,-37.84085,145.05415,Southern Metropolitan
15516,Camberwell,555 Camberwell Rd,3,h,1775000.0,7.7,3124,1,3,715,Boroondara City Council,-37.84361,145.07099,Southern Metropolitan
15517,Camberwell,1065 Toorak Rd,5,h,2361000.0,7.7,3124,3,2,844,Boroondara City Council,-37.84753,145.07198,Southern Metropolitan
15518,Camberwell,19A Warburton Rd,4,u,1900000.0,7.7,3124,2,4,336,Boroondara City Council,-37.826,145.0707,Southern Metropolitan
15521,Carlton North,903 Rathdowne St,3,h,1840000.0,3.5,3054,1,1,311,Melbourne City Council,-37.78305,144.97268,Northern Metropolitan
15522,Carnegie,275A Koornang Rd,2,h,920000.0,10.1,3163,1,1,431,Glen Eira City Council,-37.89785,145.05524,Southern Metropolitan
15523,Carnegie,14 Morgan St,3,h,1550000.0,10.1,3163,2,2,557,Glen Eira City Council,-37.89584,145.04741,Southern Metropolitan
15527,Carrum Downs,5 Atkins Ct,3,h,500000.0,34.9,3201,2,2,509,Frankston City Council,-38.09111,145.19084,South-Eastern Metropolitan
15528,Carrum Downs,11 Goshawk Ct,3,h,561000.0,34.9,3201,1,2,787,Frankston City Council,-38.10709,145.1744,South-Eastern Metropolitan
15530,Caulfield South,3/468 Kooyong Rd,1,u,295000.0,8.7,3162,1,1,811,Glen Eira City Council,-37.89614,145.01323,Southern Metropolitan
15531,Caulfield South,2/203 North Rd,3,t,1237000.0,8.7,3162,2,2,0,Glen Eira City Council,-37.90034,145.01283,Southern Metropolitan
15532,Chadstone,38 Jacana St,3,h,740000.0,11.7,3148,1,1,280,Monash City Council,-37.88486,145.10203,Southern Metropolitan
15533,Cheltenham,23 Alden Ct,4,h,1120000.0,17.9,3192,2,2,806,Bayside City Council,-37.97245,145.07566,Southern Metropolitan
15535,Cheltenham,88 Bernard St,3,h,1051000.0,17.9,3192,1,3,590,Bayside City Council,-37.95416,145.06781,Southern Metropolitan
15537,Cheltenham,28 Regent Pde,3,h,1170000.0,17.9,3192,1,2,627,Bayside City Council,-37.95668,145.06458,Southern Metropolitan
15538,Cheltenham,2A Walker Gr,3,t,861000.0,17.9,3192,2,2,305,Bayside City Council,-37.96836,145.06452,Southern Metropolitan
15539,Cheltenham,20/310 Warrigal Rd,2,u,535000.0,17.9,3192,1,2,215,Bayside City Council,-37.96597,145.07535,Southern Metropolitan
15541,Clayton,22 Evelyn St,6,h,1361000.0,16.7,3168,3,4,726,Monash City Council,-37.91945,145.1315,South-Eastern Metropolitan
15542,Clayton,25 Panorama St,3,h,1462000.0,16.7,3168,1,1,816,Monash City Council,-37.92027,145.12937,South-Eastern Metropolitan
15543,Clayton South,20 Botanic Dr,3,h,745000.0,17.5,3169,2,2,180,Kingston City Council,-37.93898,145.13648,South-Eastern Metropolitan
15548,Coburg,18 Loch St,3,h,1100000.0,6.7,3058,1,0,532,Darebin City Council,-37.74751,144.96206,Northern Metropolitan
15553,Craigieburn,82 Bridgewater Rd,3,h,365000.0,20.6,3064,1,1,320,Hume City Council,-37.60608,144.92841,Northern Metropolitan
15554,Craigieburn,25 Jirrahlinga Tce,4,h,600000.0,20.6,3064,2,2,560,Hume City Council,-37.59943,144.91439,Northern Metropolitan
15558,Croydon,14 Alfrick Rd,3,h,567000.0,23.0,3136,1,1,420,Maroondah City Council,-37.80106,145.28741,Eastern Metropolitan
15559,Croydon,55 Binbrook Dr,3,h,862000.0,23.0,3136,2,1,864,Maroondah City Council,-37.78481,145.26504,Eastern Metropolitan
15562,Croydon North,10 Malcolm Rd,4,h,820000.0,23.0,3136,2,2,841,Maroondah City Council,-37.76917,145.29265,Eastern Metropolitan
15563,Croydon North,2/36 Mulawa St,6,h,1350000.0,23.0,3136,4,4,4413,Maroondah City Council,-37.777,145.28113,Eastern Metropolitan
15565,Croydon North,17 The Dell,4,h,859000.0,23.0,3136,2,3,660,Maroondah City Council,-37.76436,145.2804,Eastern Metropolitan
15566,Dandenong,58 Herbert St,4,h,1071500.0,24.7,3175,1,1,951,Greater Dandenong City Council,-37.98121,145.21644,South-Eastern Metropolitan
15567,Dandenong North,11 Griffiths Ct,4,h,750000.0,24.7,3175,2,1,811,Greater Dandenong City Council,-37.95187,145.21249,South-Eastern Metropolitan
15569,Dingley Village,11 Kimber Ct,4,h,1100000.0,22.2,3172,2,2,840,Kingston City Council,-37.97824,145.12949,South-Eastern Metropolitan
15570,Dingley Village,13 Lobelia Ct,3,h,980000.0,22.2,3172,2,2,702,Kingston City Council,-37.97658,145.11887,South-Eastern Metropolitan
15571,Doncaster,109A Ayr St,4,t,1202000.0,12.4,3108,3,0,403,Manningham City Council,-37.77744,145.10416,Eastern Metropolitan
15573,Doncaster,3 Hampshire Rd,4,h,1120000.0,12.4,3108,2,2,280,Manningham City Council,-37.79423,145.13696,Eastern Metropolitan
15574,Doncaster,1/5 Harrow Ct,4,u,885000.0,12.4,3108,2,2,493,Manningham City Council,-37.78457,145.10453,Eastern Metropolitan
15577,Doncaster East,30 Barton St,5,t,1500000.0,14.3,3109,3,2,365,Manningham City Council,-37.77821,145.1569,Eastern Metropolitan
15579,Doncaster East,25 Canopus Dr,4,h,1504000.0,14.3,3109,2,2,661,Manningham City Council,-37.77956,145.16645,Eastern Metropolitan
15580,Doncaster East,2/1099 Doncaster Rd,3,u,850000.0,14.3,3109,2,1,236,Manningham City Council,-37.78963,145.16973,Eastern Metropolitan
15582,Doncaster East,12 Silvana Ct,4,h,1241000.0,14.3,3109,2,2,886,Manningham City Council,-37.75572,145.17625,Eastern Metropolitan
15583,Doncaster East,5 Thea Gr,4,h,1125000.0,14.3,3109,3,2,284,Manningham City Council,-37.79773,145.15141,Eastern Metropolitan
15586,Eaglemont,10 Silverdale Rd,3,h,2270000.0,8.9,3084,1,2,1143,Banyule City Council,-37.76774,145.05303,Eastern Metropolitan
15587,East Melbourne,109 Simpson St,3,h,1875000.0,1.3,3002,1,0,118,Melbourne City Council,-37.81351,144.98804,Northern Metropolitan
15588,East Melbourne,7 Webb La,2,t,1350000.0,1.3,3002,2,1,87,Melbourne City Council,-37.81803,144.9892,Northern Metropolitan
15589,Elsternwick,1 Baxter St,3,h,1460000.0,7.2,3185,1,0,377,Glen Eira City Council,-37.88783,145.01324,Southern Metropolitan
15590,Elsternwick,12/539 Glen Huntly Rd,2,u,550000.0,7.2,3185,1,1,1172,Glen Eira City Council,-37.88533,145.01049,Southern Metropolitan
15592,Eltham,12 Coolabah Dr,4,h,840000.0,18.0,3095,3,2,903,Banyule City Council,-37.7018,145.15629,Eastern Metropolitan
15593,Eltham,30 Cromwell St,4,h,1065000.0,18.0,3095,2,2,816,Banyule City Council,-37.72308,145.14011,Eastern Metropolitan
15595,Eltham,25 Leane Dr,4,h,977500.0,18.0,3095,2,3,1004,Banyule City Council,-37.69999,145.1617,Eastern Metropolitan
15596,Eltham,2/1232 Main Rd,3,t,755000.0,18.0,3095,2,2,214,Banyule City Council,-37.70479,145.1573,Eastern Metropolitan
15597,Eltham,8 The Eyrie,4,h,810000.0,18.0,3095,2,2,838,Banyule City Council,-37.69568,145.15787,Eastern Metropolitan
15598,Eltham,66 Valonia Dr,4,h,861000.0,18.0,3095,2,2,781,Banyule City Council,-37.71021,145.16651,Eastern Metropolitan
15600,Elwood,1/173 Glen Huntly Rd,2,u,810000.0,7.2,3184,1,1,0,Port Phillip City Council,-37.8835,144.99549,Southern Metropolitan
15602,Elwood,16 Poets Gr,2,h,1255000.0,7.2,3184,1,1,226,Port Phillip City Council,-37.88132,144.99013,Southern Metropolitan
15603,Elwood,3/11 Scott St,2,u,550000.0,7.2,3184,1,1,605,Port Phillip City Council,-37.87987,144.99252,Southern Metropolitan
15604,Elwood,16/30 Shelley St,2,u,543000.0,7.2,3184,1,1,0,Port Phillip City Council,-37.88042,144.9818,Southern Metropolitan
15605,Elwood,22C Tennyson St,4,t,1950000.0,7.2,3184,3,2,142,Port Phillip City Council,-37.87156,144.98605,Southern Metropolitan
15607,Epping,62 Davisson St,4,h,660000.0,19.6,3076,1,3,558,Whittlesea City Council,-37.64666,145.03062,Northern Metropolitan
15610,Epping,10 Efficient St,3,h,568000.0,19.6,3076,2,2,420,Whittlesea City Council,-37.62145,145.01051,Northern Metropolitan
15611,Epping,23 Longwood Dr,4,h,680000.0,19.6,3076,2,2,656,Whittlesea City Council,-37.63878,145.05577,Northern Metropolitan
15614,Essendon,1/18 Balmoral St,2,u,580000.0,7.5,3040,1,1,921,Moonee Valley City Council,-37.74904,144.90668,Western Metropolitan
15615,Essendon,1/96 Cooper St,4,t,970000.0,7.5,3040,2,2,0,Moonee Valley City Council,-37.74541,144.89844,Western Metropolitan
15616,Essendon,16 Glass St,3,h,1100000.0,7.5,3040,3,2,255,Moonee Valley City Council,-37.7468,144.92033,Western Metropolitan
15617,Essendon,2/31 Leslie Rd,2,u,485000.0,7.5,3040,1,1,1856,Moonee Valley City Council,-37.76,144.91439,Western Metropolitan
15618,Essendon,37 McPhail St,2,h,1195000.0,7.5,3040,1,1,337,Moonee Valley City Council,-37.7545,144.91194,Western Metropolitan
15619,Essendon,11 Waverley St,4,h,1155000.0,7.5,3040,1,3,616,Moonee Valley City Council,-37.75728,144.90723,Western Metropolitan
15620,Essendon North,2/9 Grace St,3,t,800000.0,8.2,3041,2,1,161,Moonee Valley City Council,-37.73566,144.89368,Western Metropolitan
15621,Essendon North,3/26 Renown St,2,h,685000.0,8.2,3041,1,1,173,Moonee Valley City Council,-37.73746,144.90079,Western Metropolitan
15624,Fairfield,1/22 Rathmines St,2,u,667000.0,5.7,3078,1,1,86,Darebin City Council,-37.78203,145.01508,Northern Metropolitan
15625,Fawkner,28 Princess St,5,h,1018000.0,13.1,3060,2,2,737,Hume City Council,-37.71729,144.96403,Northern Metropolitan
15628,Ferntree Gully,50 Carlisle Rd,5,h,1100000.0,24.8,3156,3,2,836,Knox City Council,-37.8801,145.26011,Eastern Metropolitan
15630,Fitzroy,15 Argyle St,3,h,1394000.0,2.1,3065,2,1,60,Yarra City Council,-37.79714,144.97596,Northern Metropolitan
15633,Fitzroy North,41 Miller St,3,h,1600000.0,3.6,3068,2,0,251,Moreland City Council,-37.77626,144.98035,Northern Metropolitan
15634,Fitzroy North,35/86 Queens Pde,2,u,620000.0,3.6,3068,1,2,0,Moreland City Council,-37.79178,144.98239,Northern Metropolitan
15635,Fitzroy North,371 Rae St,2,h,1270000.0,3.6,3068,1,0,183,Moreland City Council,-37.78353,144.97991,Northern Metropolitan
15637,Footscray,9/3 Gordon St,1,u,240000.0,5.1,3011,1,1,1015,Maribyrnong City Council,-37.78778,144.89037,Western Metropolitan
15638,Footscray,18/55 Moreland St,3,u,855000.0,5.1,3011,2,2,0,Maribyrnong City Council,-37.80443,144.90642,Western Metropolitan
15639,Footscray,5/232 Nicholson St,1,u,310000.0,5.1,3011,1,0,0,Maribyrnong City Council,-37.80376,144.89862,Western Metropolitan
15640,Footscray,36 Southampton St,2,h,910000.0,5.1,3011,1,0,312,Maribyrnong City Council,-37.79592,144.88595,Western Metropolitan
15641,Forest Hill,47 Glebe St,3,h,1177000.0,15.4,3131,2,2,561,Whitehorse City Council,-37.83771,145.16416,Eastern Metropolitan
15642,Forest Hill,31 Norma Rd,3,h,1131000.0,15.4,3131,1,2,697,Whitehorse City Council,-37.84188,145.16982,Eastern Metropolitan
15645,Gisborne,60 Hamilton St,3,h,540000.0,45.9,3437,1,2,665,Macedon Ranges Shire Council,-37.48701,144.58567,Northern Victoria
15648,Gladstone Park,305 Carrick Dr,5,h,691000.0,12.9,3043,2,3,551,Hume City Council,-37.68329,144.89302,Western Metropolitan
15649,Gladstone Park,328 Carrick Dr,5,h,675000.0,12.9,3043,2,2,565,Hume City Council,-37.68302,144.89327,Western Metropolitan
15650,Gladstone Park,5 Clarke Dr,5,h,660000.0,12.9,3043,2,1,536,Hume City Council,-37.6852,144.89853,Western Metropolitan
15654,Glen Iris,18 Ellis Rd,4,h,2305000.0,7.3,3146,1,3,632,Boroondara City Council,-37.86024,145.04674,Southern Metropolitan
15655,Glen Iris,65 Gardiner Pde,2,h,1650000.0,7.3,3146,1,2,660,Boroondara City Council,-37.85671,145.0604,Southern Metropolitan
15660,Glen Waverley,53 Campbell St,3,h,3056000.0,16.7,3150,2,2,1590,Monash City Council,-37.86957,145.17544,Eastern Metropolitan
15662,Glen Waverley,24 Florence St,3,h,1900000.0,16.7,3150,1,0,738,Monash City Council,-37.88351,145.15714,Eastern Metropolitan
15665,Glen Waverley,7 Kinnoull Gr,5,h,2650000.0,16.7,3150,3,2,662,Monash City Council,-37.87853,145.15542,Eastern Metropolitan
15669,Glen Waverley,10/18 Tulloch Gr,3,t,655000.0,16.7,3150,2,2,0,Monash City Council,-37.89873,145.15072,Eastern Metropolitan
15670,Glen Waverley,4 Turner Ct,3,h,1550000.0,16.7,3150,2,2,648,Monash City Council,-37.88255,145.14727,Eastern Metropolitan
15671,Glen Waverley,20 Walter St,4,h,1715000.0,16.7,3150,1,2,758,Monash City Council,-37.86924,145.16471,Eastern Metropolitan
15672,Glenroy,80 Gowrie St,3,h,780000.0,11.2,3046,1,2,697,Moreland City Council,-37.69795,144.94285,Northern Metropolitan
15673,Glenroy,3/43 Grandview St,2,u,422000.0,11.2,3046,1,1,136,Moreland City Council,-37.70972,144.91109,Northern Metropolitan
15676,Glenroy,200 West St,4,h,780000.0,11.2,3046,1,3,697,Moreland City Council,-37.70159,144.93948,Northern Metropolitan
15677,Gowanbrae,82 Gowanbrae Dr,4,h,945000.0,12.9,3043,2,4,474,Moreland City Council,-37.70626,144.89551,Western Metropolitan
15681,Greenvale,17 Arkley Dr,4,h,645000.0,20.4,3059,2,2,538,Hume City Council,-37.6499,144.9013,Northern Metropolitan
15683,Hadfield,19 Oxford St,3,h,785000.0,11.2,3046,1,1,602,Moreland City Council,-37.70342,144.94574,Northern Metropolitan
15684,Hadfield,11 Walter St,3,h,810000.0,11.2,3046,1,2,634,Moreland City Council,-37.71236,144.94332,Northern Metropolitan
15685,Hallam,11 Turanga Pl,3,h,601000.0,32.3,3803,2,4,604,Casey City Council,-38.00305,145.2729,South-Eastern Metropolitan
15687,Hampton,12/45 Grenville St,3,u,970000.0,13.8,3188,2,2,0,Bayside City Council,-37.93538,145.00224,Southern Metropolitan
15688,Hampton,10/78 Holyrood St,2,u,805000.0,13.8,3188,1,2,0,Bayside City Council,-37.93387,145.00227,Southern Metropolitan
15690,Hampton,87 Mills St,3,h,2120000.0,13.8,3188,1,3,753,Bayside City Council,-37.93649,145.01107,Southern Metropolitan
15692,Hampton,7 Wave St,3,h,2100000.0,13.8,3188,2,1,455,Bayside City Council,-37.93739,145.00513,Southern Metropolitan
15694,Hawthorn,2/5 Denham St,2,u,762000.0,5.3,3122,1,1,1583,Boroondara City Council,-37.81857,145.01704,Southern Metropolitan
15695,Hawthorn,3 Johnson St,4,h,2053000.0,5.3,3122,3,2,354,Boroondara City Council,-37.81691,145.03721,Southern Metropolitan
15696,Hawthorn,49 Lisson Gr,4,h,7650000.0,5.3,3122,2,4,1690,Boroondara City Council,-37.82652,145.03052,Southern Metropolitan
15697,Hawthorn,41/168 Power St,1,u,375000.0,5.3,3122,1,1,0,Boroondara City Council,-37.82538,145.02546,Southern Metropolitan
15698,Hawthorn,14/181 Power St,2,u,525000.0,5.3,3122,1,1,0,Boroondara City Council,-37.827,145.02563,Southern Metropolitan
15699,Hawthorn,8/8 Wallen Rd,2,u,1080000.0,5.3,3122,2,2,6996,Boroondara City Council,-37.82712,145.02427,Southern Metropolitan
15700,Hawthorn East,536 Barkers Rd,3,h,2225000.0,6.2,3123,1,2,616,Boroondara City Council,-37.81724,145.05688,Southern Metropolitan
15701,Hawthorn East,11 Condor St,5,h,2855000.0,6.2,3123,3,2,572,Boroondara City Council,-37.81936,145.05131,Southern Metropolitan
15704,Hawthorn East,10 Mowbray St,4,h,3255000.0,6.2,3123,3,3,1116,Boroondara City Council,-37.84283,145.05178,Southern Metropolitan
15705,Hawthorn East,103 Pleasant Rd,6,h,2200000.0,6.2,3123,3,3,622,Boroondara City Council,-37.8351,145.05542,Southern Metropolitan
15707,Heathmont,162 Bedford Rd,3,h,655000.0,21.3,3135,1,1,348,Maroondah City Council,-37.82327,145.24982,Eastern Metropolitan
15708,Heathmont,8 Madigan Ct,3,t,670000.0,21.3,3135,2,1,194,Maroondah City Council,-37.82365,145.24001,Eastern Metropolitan
15709,Heidelberg,3/5 Austral Ct,4,t,828000.0,8.9,3084,2,2,264,Banyule City Council,-37.74352,145.08082,Eastern Metropolitan
15711,Heidelberg,57 Quinn St,4,h,1230000.0,8.9,3084,1,2,630,Banyule City Council,-37.74863,145.07202,Eastern Metropolitan
15712,Heidelberg Heights,1/5 Glover St,3,h,590000.0,8.8,3081,1,2,290,Banyule City Council,-37.7368,145.05048,Eastern Metropolitan
15718,Highett,14 Avoca St,3,h,1155000.0,16.0,3190,2,1,650,Bayside City Council,-37.95378,145.03267,Southern Metropolitan
15719,Highett,6 Muir St,4,h,1220000.0,16.0,3190,1,2,633,Bayside City Council,-37.94578,145.03564,Southern Metropolitan
15721,Highett,3/46 Tibrockney St,2,h,548000.0,16.0,3190,1,1,0,Bayside City Council,-37.95037,145.03473,Southern Metropolitan
15722,Hillside,22 Hillcrest Dr,6,h,935000.0,18.0,3037,4,2,694,Brimbank City Council,-37.68178,144.73779,Western Metropolitan
15723,Hoppers Crossing,2 Bowden St,3,h,555000.0,18.4,3029,2,4,615,Wyndham City Council,-37.86659,144.69959,Western Metropolitan
15724,Hoppers Crossing,27 Cameron Dr,3,h,535000.0,18.4,3029,1,2,603,Wyndham City Council,-37.8688,144.68768,Western Metropolitan
15726,Huntingdale,23 Beauford St,3,h,1093800.0,12.3,3166,1,2,501,Monash City Council,-37.90805,145.10684,Southern Metropolitan
15727,Huntingdale,50 Ross St,4,h,1145000.0,12.3,3166,1,2,603,Monash City Council,-37.90822,145.11146,Southern Metropolitan
15732,Ivanhoe East,12 Wilfred Rd,2,h,1853000.0,7.8,3079,2,2,751,Banyule City Council,-37.77521,145.05426,Eastern Metropolitan
15734,Keilor Downs,3 Serica Ct,3,h,550000.0,15.5,3038,1,4,802,Brimbank City Council,-37.72343,144.81411,Western Metropolitan
15736,Keilor East,6 Mark St,4,h,1120000.0,11.7,3033,2,2,599,Brimbank City Council,-37.73514,144.87144,Western Metropolitan
15737,Keilor East,68 Nyah St,3,h,1001000.0,11.7,3033,1,2,605,Brimbank City Council,-37.73137,144.86882,Western Metropolitan
15738,Keilor Park,7 Collinson St,3,h,690000.0,10.4,3042,1,2,650,Brimbank City Council,-37.72529,144.85682,Western Metropolitan
15740,Kensington,18 Altona St,2,h,1070000.0,3.4,3031,1,0,282,Melbourne City Council,-37.79882,144.92745,Northern Metropolitan
15741,Kensington,105/18 Bent St,2,u,730000.0,3.4,3031,2,1,2135,Melbourne City Council,-37.79561,144.93499,Northern Metropolitan
15742,Kensington,17/16 Mawbey St,1,u,392000.0,3.4,3031,1,1,0,Melbourne City Council,-37.78993,144.92306,Northern Metropolitan
15743,Kensington,24 McConnell St,2,h,1150000.0,3.4,3031,1,0,147,Melbourne City Council,-37.79067,144.92844,Northern Metropolitan
